age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,education_age_ratio,work_age_ratio,dataset_split
23,0,228243,1,10,4,4,1,4,1,0,0,44,38,0,0.4347826086956521,99.47826086956522,validation
34,2,62463,1,10,2,4,0,4,1,0,1579,40,38,0,0.2941176470588235,61.1764705882353,train
38,0,31603,1,13,2,4,5,4,0,0,0,40,38,0,0.3421052631578947,54.73684210526316,train
24,0,165054,0,11,2,4,0,4,1,0,0,40,38,0,0.4583333333333333,86.66666666666667,train
53,0,121618,4,4,4,4,1,0,1,0,0,40,38,0,0.0754716981132075,39.24528301886792,train
45,2,273194,2,9,4,4,1,2,1,3325,0,40,38,0,0.2,46.22222222222222,train
21,0,538319,1,10,4,0,3,4,0,0,0,40,32,0,0.4761904761904761,99.04761904761904,train
34,0,238246,1,13,4,1,1,4,0,0,0,40,38,0,0.3823529411764705,61.1764705882353,train
32,3,244665,2,9,2,4,0,4,1,5178,0,45,38,1,0.28125,73.125,validation
21,0,131811,2,9,2,4,0,4,1,0,0,40,38,0,0.4285714285714285,99.04761904761904,train
23,0,156807,4,5,4,4,3,2,1,0,0,36,38,0,0.217391304347826,81.3913043478261,train
28,0,236861,1,13,0,4,4,4,1,0,0,50,38,0,0.4642857142857143,92.85714285714286,train
29,3,229842,2,9,4,4,4,2,1,0,0,45,38,0,0.3103448275862069,80.6896551724138,train
25,2,190057,1,13,4,1,3,4,0,0,0,40,38,0,0.52,83.2,test
44,2,55076,2,14,4,1,1,4,0,0,0,60,38,0,0.3181818181818182,70.9090909090909,test
18,0,152545,2,9,4,0,3,4,0,0,0,8,38,0,0.5,23.11111111111111,train
26,0,153434,2,9,4,0,3,4,1,0,0,24,38,0,0.3461538461538461,48.0,train
47,2,171095,0,12,2,1,5,4,0,0,0,35,38,1,0.2553191489361702,38.723404255319146,train
23,0,239322,2,9,0,3,1,4,1,0,0,40,38,0,0.391304347826087,90.43478260869566,train
46,0,138999,1,10,2,4,0,4,1,0,0,40,38,0,0.217391304347826,45.21739130434783,train
61,2,95450,1,13,2,1,0,4,1,5178,0,50,38,1,0.2131147540983606,42.62295081967213,test
25,0,176520,2,9,4,4,2,4,1,0,0,40,38,0,0.36,83.2,train
38,2,72338,2,9,2,2,0,1,1,0,0,54,38,1,0.2368421052631578,73.89473684210526,train
23,0,235722,1,10,4,0,1,4,1,0,0,20,38,0,0.4347826086956521,45.21739130434783,test
36,2,128884,2,9,0,1,1,4,0,0,0,48,38,0,0.25,69.33333333333333,train
46,0,187226,4,5,0,0,1,4,1,0,0,25,38,0,0.108695652173913,28.26086956521739,test
32,3,298332,1,13,2,1,0,4,1,0,0,45,38,1,0.40625,73.125,train
40,0,173607,4,6,2,4,0,4,1,0,0,40,38,0,0.15,52.0,train
31,0,226756,2,9,4,1,3,2,1,0,0,40,38,0,0.2903225806451613,67.09677419354838,train
31,0,157887,1,10,2,1,0,4,1,0,0,65,38,1,0.3225806451612903,109.03225806451611,validation
32,2,171111,1,13,4,1,1,4,1,0,0,37,38,0,0.40625,60.125,train
21,0,126314,1,10,4,0,3,4,1,0,0,10,38,0,0.4761904761904761,24.761904761904763,train
63,0,174018,1,10,2,3,0,2,1,0,0,40,38,1,0.1587301587301587,33.01587301587302,validation
44,0,144778,1,10,5,1,1,4,1,0,0,45,38,1,0.2272727272727272,53.18181818181818,validation
42,3,201522,1,13,2,3,0,4,1,0,0,60,38,0,0.3095238095238095,74.28571428571429,train
30,0,399088,1,10,0,1,1,4,0,0,0,45,38,0,0.3333333333333333,78.0,train
24,0,282202,2,9,4,0,4,4,1,0,0,40,7,0,0.375,86.66666666666667,train
42,0,102606,1,13,2,1,0,4,1,0,0,40,38,1,0.3095238095238095,49.523809523809526,train
44,3,246862,2,9,2,1,5,4,0,0,0,40,21,1,0.2045454545454545,47.27272727272727,train
27,2,508336,1,13,4,1,1,2,1,0,0,48,38,0,0.4814814814814814,92.44444444444444,validation
27,2,263431,1,10,4,1,4,4,1,0,0,40,38,0,0.3703703703703703,77.03703703703704,validation
22,0,235733,2,9,4,0,1,4,0,0,0,45,38,0,0.4090909090909091,106.36363636363636,test
68,0,107910,2,9,4,3,1,4,0,0,0,40,38,0,0.1323529411764706,30.58823529411765,train
55,3,184425,1,10,2,4,0,4,1,0,0,99,38,1,0.1818181818181818,93.6,train
22,3,143062,2,9,4,0,3,4,1,0,0,40,11,0,0.4090909090909091,94.54545454545456,train
25,0,199545,1,10,2,1,5,4,0,0,0,15,38,0,0.4,31.2,train
68,3,197015,2,9,2,4,0,4,1,0,0,45,38,0,0.1323529411764706,34.411764705882355,train
62,0,149617,1,10,6,1,1,4,0,0,0,16,38,0,0.1612903225806451,13.419354838709678,train
26,0,33610,2,9,0,0,2,4,1,0,0,40,38,0,0.3461538461538461,80.0,validation
34,0,192002,2,14,2,1,0,4,1,0,0,55,38,1,0.4117647058823529,84.11764705882354,validation
68,0,67791,1,10,6,3,1,4,1,0,0,40,38,0,0.1470588235294117,30.58823529411765,train
42,2,445382,1,13,5,1,1,4,1,0,0,45,38,1,0.3095238095238095,55.71428571428572,test
45,0,112283,1,13,2,3,0,4,1,0,0,55,38,0,0.2888888888888888,63.55555555555556,train
26,0,157249,4,7,4,4,1,4,1,0,0,40,38,0,0.2692307692307692,80.0,validation
25,0,109872,2,9,2,4,0,4,1,0,0,45,38,0,0.36,93.6,train
23,0,119838,1,13,4,1,3,4,1,0,0,50,38,0,0.5652173913043478,113.04347826086956,validation
65,1,27012,4,4,6,4,4,4,0,0,0,50,38,0,0.0615384615384615,40.0,train
31,0,91666,2,9,4,4,1,4,1,0,0,50,38,0,0.2903225806451613,83.87096774193549,test
26,0,270276,2,9,4,1,1,4,0,0,0,40,38,0,0.3461538461538461,80.0,train
39,0,179271,1,10,2,4,0,4,1,0,0,50,38,1,0.2564102564102564,66.66666666666667,test
44,0,161819,2,9,2,4,0,4,1,0,0,40,38,1,0.2045454545454545,47.27272727272727,train
45,2,339681,2,14,0,1,4,4,0,1506,0,45,38,0,0.3111111111111111,52.0,validation
26,3,219897,2,14,4,1,1,4,0,0,0,50,38,0,0.5384615384615384,100.0,train
26,0,91683,4,6,2,4,0,4,1,0,0,35,38,0,0.2307692307692307,70.0,train
36,0,188834,4,5,2,4,0,4,1,0,0,50,38,0,0.1388888888888889,72.22222222222223,train
38,0,187046,4,7,2,4,0,4,1,0,0,45,38,0,0.1842105263157894,61.578947368421055,train
39,0,191807,2,9,4,4,4,4,1,0,0,48,38,0,0.2307692307692307,64.0,train
52,3,179951,2,15,2,1,0,4,1,0,0,40,38,0,0.2884615384615384,40.0,train
39,0,324420,4,2,2,4,0,4,1,0,0,45,25,0,0.0512820512820512,60.0,test
41,3,66632,1,10,0,4,1,4,1,0,0,40,38,0,0.2439024390243902,50.73170731707317,train
42,2,121718,2,14,2,1,0,4,1,0,1902,60,38,1,0.3333333333333333,74.28571428571429,train
47,0,162034,1,13,2,3,0,4,1,0,0,70,38,0,0.2765957446808511,77.44680851063829,train
28,2,218990,0,11,2,2,0,2,1,0,0,46,38,0,0.3928571428571428,85.42857142857143,train
25,2,125863,1,13,4,1,3,4,1,0,0,35,38,0,0.52,72.8,train
35,0,225330,1,13,4,1,1,4,0,0,0,40,38,0,0.3714285714285714,59.42857142857143,train
32,0,120426,2,9,5,1,4,4,0,0,0,40,38,0,0.28125,65.0,test
38,0,119741,2,14,2,4,0,2,1,0,0,40,38,1,0.3684210526315789,54.73684210526316,train
44,0,32000,1,10,2,1,0,4,1,0,0,18,38,1,0.2272727272727272,21.272727272727277,train
27,0,278581,1,13,4,3,3,4,0,0,0,40,38,0,0.4814814814814814,77.03703703703704,validation
30,0,230224,1,13,4,1,1,4,1,0,0,55,38,1,0.4333333333333333,95.33333333333331,train
30,0,204374,1,13,4,3,1,4,1,0,1741,48,38,0,0.4333333333333333,83.2,train
45,0,188386,2,9,2,4,0,4,1,0,1628,45,38,0,0.2,52.0,validation
20,0,164922,2,9,4,4,3,4,1,0,0,40,38,0,0.45,104.0,train
57,0,195176,2,14,4,1,1,4,1,0,0,80,38,0,0.2456140350877192,72.98245614035088,train
43,0,166740,1,10,0,1,1,4,1,0,0,48,38,0,0.2325581395348837,58.04651162790697,train
28,0,162551,4,4,2,4,2,1,0,0,0,48,2,0,0.1428571428571428,89.14285714285714,validation
25,0,211231,2,9,2,1,2,4,0,0,0,48,38,1,0.36,99.84,train
25,0,169990,2,9,2,3,0,4,1,0,0,40,38,0,0.36,83.2,train
90,0,221832,1,13,2,1,0,4,1,0,0,45,38,0,0.1444444444444444,26.0,train
38,2,255454,1,13,5,1,4,2,1,0,0,40,38,0,0.3421052631578947,54.73684210526316,train
35,0,28160,1,13,3,1,4,4,0,0,0,40,38,0,0.3714285714285714,59.42857142857143,train
50,2,159219,1,13,2,1,0,4,1,0,0,40,1,1,0.26,41.6,train
26,2,103148,2,9,4,1,1,4,0,0,0,40,38,0,0.3461538461538461,80.0,train
39,0,165186,1,10,2,4,0,4,1,0,0,45,38,0,0.2564102564102564,60.0,train
56,0,31782,4,6,2,3,0,4,1,0,0,40,38,0,0.1071428571428571,37.142857142857146,train
24,2,249101,2,9,0,2,4,2,0,0,0,40,38,0,0.375,86.66666666666667,train
46,0,243190,2,9,2,1,5,4,0,7688,0,40,38,1,0.1956521739130435,45.21739130434783,validation
18,2,153405,4,7,4,1,2,4,0,0,0,25,38,0,0.3888888888888889,72.22222222222223,train
37,0,329980,2,14,2,1,0,4,1,0,2415,60,38,1,0.3783783783783784,84.32432432432432,test
57,0,176079,2,14,0,1,1,4,0,0,0,40,38,0,0.2456140350877192,36.49122807017544,train
43,2,218542,2,9,4,1,4,2,0,0,0,40,38,0,0.2093023255813953,48.372093023255815,train
29,2,303446,1,13,2,1,0,4,1,0,0,25,26,0,0.4482758620689655,44.82758620689656,test
40,0,102606,2,14,2,1,0,4,1,0,0,40,38,1,0.35,52.0,train
44,3,483201,1,13,2,1,0,4,1,0,0,40,38,0,0.2954545454545454,47.27272727272727,train
77,2,144608,2,9,2,1,0,4,1,0,0,6,38,0,0.1168831168831168,4.051948051948052,train
30,0,226013,1,13,4,1,1,2,1,0,0,40,38,0,0.4333333333333333,69.33333333333333,train
21,0,165475,2,9,2,4,0,4,1,0,0,40,38,0,0.4285714285714285,99.04761904761904,validation
66,0,263637,4,6,2,2,0,4,1,0,0,40,38,0,0.0909090909090909,31.51515151515152,train
40,0,201495,4,7,4,4,3,4,1,0,0,35,38,0,0.175,45.5,train
68,0,213720,2,9,2,3,0,4,1,0,0,40,38,0,0.1323529411764706,30.58823529411765,train
64,0,170483,2,9,6,0,1,4,0,0,0,38,38,0,0.140625,30.875,train
26,0,214303,1,13,4,1,1,4,0,0,0,50,38,0,0.5,100.0,validation
32,0,190511,1,10,2,1,0,4,1,0,0,40,38,1,0.3125,65.0,train
32,0,242150,2,9,4,1,3,4,1,0,0,38,38,0,0.28125,61.75,train
51,2,159755,2,14,2,1,0,4,1,0,0,40,38,1,0.2745098039215686,40.78431372549019,validation
50,0,147629,2,14,2,1,0,4,1,15024,0,45,38,1,0.28,46.8,validation
49,0,268022,1,13,2,3,0,4,1,0,0,50,38,1,0.2653061224489796,53.06122448979592,train
28,0,188711,1,13,4,4,4,4,1,0,0,20,38,0,0.4642857142857143,37.142857142857146,validation
29,0,452205,2,9,0,0,4,4,0,0,0,36,38,0,0.3103448275862069,64.55172413793103,validation
21,0,260847,1,10,4,3,3,4,1,0,0,30,38,0,0.4761904761904761,74.28571428571429,test
28,0,291374,2,9,4,1,4,2,0,0,0,40,38,0,0.3214285714285714,74.28571428571429,train
55,0,189933,4,6,2,4,0,4,1,0,0,40,38,0,0.109090909090909,37.81818181818182,train
45,3,133969,2,9,2,3,0,1,1,0,0,50,34,1,0.2,57.77777777777778,test
35,0,330664,1,10,4,3,1,4,1,0,0,40,38,0,0.2857142857142857,59.42857142857143,train
26,0,122999,2,14,4,1,1,4,1,8614,0,40,38,1,0.5384615384615384,80.0,train
30,0,111415,2,9,2,0,0,4,1,0,0,55,10,0,0.3,95.33333333333331,test
33,0,217235,2,9,2,3,0,4,1,0,0,20,38,0,0.2727272727272727,31.51515151515152,train
40,0,121956,1,13,3,1,1,1,1,13550,0,40,0,1,0.325,52.0,train
23,0,120172,1,13,4,1,1,4,1,0,0,40,38,0,0.5652173913043478,90.43478260869566,test
35,0,343403,1,10,4,3,1,4,0,0,0,40,38,0,0.2857142857142857,59.42857142857143,train
48,3,104790,4,7,2,4,0,4,1,0,0,50,38,1,0.1458333333333333,54.16666666666666,train
39,2,473547,4,6,0,4,3,2,1,0,0,40,38,0,0.1538461538461538,53.333333333333336,train
53,2,260106,2,15,0,1,1,4,0,0,0,50,38,0,0.2830188679245283,49.0566037735849,test
49,2,168232,2,9,2,1,0,4,1,0,0,40,38,1,0.1836734693877551,42.44897959183673,train
31,0,348491,1,13,4,1,1,2,0,0,0,40,38,0,0.4193548387096774,67.09677419354838,train
36,0,24106,2,9,2,4,0,4,1,3103,0,40,38,1,0.25,57.77777777777778,train
60,3,197553,1,10,2,1,0,4,1,7688,0,50,38,1,0.1666666666666666,43.333333333333336,train
29,0,421065,2,9,4,4,1,4,1,0,0,48,38,0,0.3103448275862069,86.06896551724138,test
54,3,138852,1,10,2,3,0,4,1,0,0,45,38,1,0.1851851851851851,43.333333333333336,train
34,0,379412,2,9,2,4,0,4,1,0,0,50,38,0,0.2647058823529412,76.47058823529412,train
30,0,181992,1,10,4,3,1,2,0,0,0,35,38,0,0.3333333333333333,60.66666666666666,test
26,0,236564,2,9,4,4,1,4,1,0,0,40,38,0,0.3461538461538461,80.0,train
47,0,363418,1,10,4,3,1,4,1,0,0,70,38,1,0.2127659574468085,77.44680851063829,train
50,0,112351,2,9,0,1,4,4,1,0,0,38,38,0,0.18,39.52,test
30,0,204704,1,13,4,1,4,4,0,0,0,45,38,1,0.4333333333333333,78.0,test
44,0,54611,1,10,0,4,1,4,1,0,0,50,38,0,0.2272727272727272,59.09090909090909,train
49,0,128132,2,9,2,3,0,4,1,0,0,60,38,1,0.1836734693877551,63.67346938775511,train
75,3,30599,2,14,3,1,1,4,0,0,0,50,38,0,0.1866666666666666,34.666666666666664,test
37,0,379522,1,13,2,3,0,4,1,0,0,55,38,1,0.3513513513513513,77.29729729729729,train
51,2,196504,2,9,0,4,4,4,1,0,0,38,38,0,0.1764705882352941,38.74509803921568,train
35,0,82552,2,9,4,4,4,4,1,0,0,35,38,0,0.2571428571428571,52.0,train
28,0,104024,1,10,4,3,2,4,0,0,0,40,38,0,0.3571428571428571,74.28571428571429,train
66,3,293114,2,9,2,4,0,4,1,1409,0,40,38,0,0.1363636363636363,31.51515151515152,train
72,0,74141,4,5,2,1,5,1,0,0,0,48,38,1,0.0694444444444444,34.666666666666664,train
39,0,192337,1,13,5,3,1,4,1,0,0,50,38,0,0.3333333333333333,66.66666666666667,train
27,0,262478,2,9,4,4,3,2,1,0,0,30,38,0,0.3333333333333333,57.77777777777778,train
57,0,185072,1,10,4,1,2,2,0,0,0,40,22,0,0.175438596491228,36.49122807017544,train
24,0,296045,4,4,2,4,0,4,1,2635,0,38,38,0,0.1666666666666666,82.33333333333333,validation
28,0,246595,2,9,4,4,3,4,1,0,0,70,38,0,0.3214285714285714,130.0,train
23,0,54472,1,10,3,0,1,4,0,0,0,50,38,0,0.4347826086956521,113.04347826086956,train
31,0,331065,1,13,4,1,1,4,0,0,1408,40,38,0,0.4193548387096774,67.09677419354838,train
23,0,161708,1,10,4,0,3,4,0,0,0,20,38,0,0.4347826086956521,45.21739130434783,train
31,0,264936,1,10,4,0,1,4,0,0,0,40,38,0,0.3225806451612903,67.09677419354838,train
27,2,113545,1,13,4,1,1,4,0,0,0,40,38,0,0.4814814814814814,77.03703703703704,train
30,0,212237,1,13,2,1,0,4,1,0,1740,45,38,0,0.4333333333333333,78.0,train
34,0,173806,2,14,4,1,1,4,1,4865,0,60,38,0,0.4117647058823529,91.76470588235294,train
57,2,370890,2,9,4,1,1,4,1,0,2258,40,38,0,0.1578947368421052,36.49122807017544,train
39,0,505119,2,14,2,1,0,4,1,0,0,40,4,1,0.358974358974359,53.333333333333336,train
23,0,193089,4,7,4,4,3,4,1,0,0,40,38,0,0.3043478260869565,90.43478260869566,train
24,2,33432,0,12,2,0,5,4,0,0,0,40,38,0,0.5,86.66666666666667,validation
36,0,103110,3,16,4,1,1,4,1,0,0,40,8,0,0.4444444444444444,57.77777777777778,train
32,0,160362,1,10,0,0,2,4,1,0,0,40,26,0,0.3125,65.0,train
35,0,204621,0,12,0,0,3,4,0,0,0,40,38,0,0.3428571428571428,59.42857142857143,validation
36,0,35309,1,13,2,1,0,4,1,0,0,40,38,0,0.3611111111111111,57.77777777777778,train
47,0,194772,0,11,2,4,0,4,1,0,0,40,38,1,0.2340425531914893,44.255319148936174,test
35,0,154410,2,9,4,4,1,4,1,0,0,40,38,0,0.2571428571428571,59.42857142857143,train
44,2,220563,1,10,2,1,0,4,1,0,0,40,38,0,0.2272727272727272,47.27272727272727,validation
32,2,253354,2,14,2,1,0,4,1,0,0,50,38,0,0.4375,81.25,train
32,0,211699,0,12,2,1,5,4,0,0,1485,40,38,1,0.375,65.0,train
63,3,167501,1,10,2,1,5,4,0,20051,0,10,38,1,0.1587301587301587,8.253968253968255,validation
34,0,229732,0,11,2,4,0,4,1,0,0,40,38,0,0.3235294117647059,61.1764705882353,test
47,0,185465,2,9,2,4,0,2,1,0,0,40,38,0,0.1914893617021276,44.255319148936174,train
27,0,335764,4,7,2,3,3,2,1,0,0,35,38,0,0.2592592592592592,67.4074074074074,train
23,0,460046,2,9,5,1,4,4,0,0,0,42,38,0,0.391304347826087,94.95652173913044,validation
50,0,176924,4,6,2,4,0,4,1,0,0,38,38,0,0.12,39.52,train
49,2,213307,1,10,2,1,0,4,1,0,0,40,38,0,0.2040816326530612,42.44897959183673,train
36,0,83893,1,10,2,1,0,4,1,0,0,40,38,1,0.2777777777777778,57.77777777777778,train
23,0,194102,1,13,4,1,4,4,1,0,0,40,38,0,0.5652173913043478,90.43478260869566,train
61,0,238611,4,4,6,0,4,2,0,0,0,38,38,0,0.0655737704918032,32.39344262295082,train
41,0,113597,1,10,2,4,0,4,1,0,0,16,38,0,0.2439024390243902,20.29268292682927,validation
27,3,208406,1,13,2,1,0,4,1,0,0,60,38,1,0.4814814814814814,115.55555555555556,validation
53,0,274528,1,13,0,1,1,4,1,0,0,70,38,0,0.2452830188679245,68.67924528301887,train
17,3,60116,4,6,4,1,3,4,1,0,0,10,38,0,0.3529411764705882,30.58823529411765,train
53,0,166368,1,10,4,4,1,4,1,0,0,40,38,0,0.1886792452830188,39.24528301886792,train
28,0,303954,2,9,2,4,0,4,1,0,1848,42,38,1,0.3214285714285714,78.0,train
24,0,99386,1,13,3,1,3,4,0,0,0,40,38,0,0.5416666666666666,86.66666666666667,train
22,0,188569,1,10,4,1,1,4,0,0,0,20,38,0,0.4545454545454545,47.27272727272727,train
53,0,302868,1,13,2,3,0,4,1,0,0,50,38,1,0.2452830188679245,49.0566037735849,train
18,0,283342,4,7,4,0,2,2,1,0,0,20,38,0,0.3888888888888889,57.77777777777778,validation
24,0,233777,1,10,4,3,4,4,1,0,0,50,25,0,0.4166666666666667,108.33333333333331,test
20,0,170038,2,9,4,3,1,4,0,0,0,40,38,0,0.45,104.0,train
30,2,261319,4,4,2,4,0,4,1,0,0,40,38,0,0.1333333333333333,69.33333333333333,test
37,2,367237,0,11,4,1,1,4,1,8614,0,40,38,1,0.2972972972972973,56.21621621621622,train
34,0,126838,2,9,2,4,0,4,1,0,0,40,38,0,0.2647058823529412,61.1764705882353,train
19,0,354104,2,9,4,4,3,4,1,0,0,30,38,0,0.4736842105263157,82.10526315789474,train
20,0,176321,4,8,4,1,3,4,0,0,0,40,25,0,0.4,104.0,train
47,0,85129,2,9,0,0,1,1,0,0,0,40,38,0,0.1914893617021276,44.255319148936174,train
22,0,62507,1,13,4,1,3,4,0,0,0,40,38,0,0.5909090909090909,94.54545454545456,train
42,2,111252,2,14,2,1,0,4,1,0,1977,40,38,1,0.3333333333333333,49.523809523809526,train
60,0,156889,1,10,0,1,1,4,0,0,0,40,38,0,0.1666666666666666,34.666666666666664,train
32,0,549430,2,9,4,3,4,4,0,0,0,40,25,0,0.28125,65.0,train
46,0,29696,2,9,2,1,0,4,1,0,0,40,38,1,0.1956521739130435,45.21739130434783,validation
66,0,98837,2,9,6,1,1,4,0,0,0,40,38,0,0.1363636363636363,31.51515151515152,train
37,0,86150,1,13,2,0,5,1,0,0,0,30,38,1,0.3513513513513513,42.16216216216216,train
34,0,204991,1,10,0,1,3,4,1,0,0,44,38,0,0.2941176470588235,67.29411764705883,train
45,0,371886,1,13,4,1,1,4,1,0,0,46,38,0,0.2888888888888888,53.15555555555556,train
35,0,103605,4,7,2,4,0,4,1,0,0,40,38,0,0.2,59.42857142857143,train
51,2,133050,1,10,2,1,0,2,1,0,0,40,38,1,0.196078431372549,40.78431372549019,train
36,2,126569,1,10,2,2,0,4,1,0,0,40,38,1,0.2777777777777778,57.77777777777778,train
25,2,144259,2,9,4,1,3,2,1,0,0,40,38,0,0.36,83.2,train
51,0,161482,2,9,0,0,4,4,0,0,0,38,38,0,0.1764705882352941,38.74509803921568,train
25,3,305449,1,10,4,4,3,4,1,0,0,40,38,0,0.4,83.2,test
19,0,125010,2,9,4,4,3,4,1,0,0,45,38,0,0.4736842105263157,123.15789473684212,test
47,0,304133,1,10,2,1,0,4,1,0,0,45,38,0,0.2127659574468085,49.7872340425532,train
59,2,120617,2,9,5,2,4,2,0,0,0,40,38,0,0.1525423728813559,35.25423728813559,train
34,0,157747,1,13,2,1,0,4,1,0,0,40,38,1,0.3823529411764705,61.1764705882353,test
40,0,297396,1,10,5,1,4,4,0,0,0,60,38,0,0.25,78.0,train
42,0,121287,2,9,0,4,1,4,1,0,0,45,38,0,0.2142857142857142,55.71428571428572,train
37,0,49115,2,14,2,1,0,4,1,0,0,60,38,1,0.3783783783783784,84.32432432432432,train
51,3,208302,0,12,2,3,0,4,1,0,0,38,38,1,0.2352941176470588,38.74509803921568,train
25,0,304032,2,9,4,1,3,4,1,0,0,36,38,0,0.36,74.88,train
31,2,207301,2,9,2,1,5,4,0,0,0,40,38,1,0.2903225806451613,67.09677419354838,validation
37,0,123211,2,9,2,0,0,4,1,0,0,44,38,1,0.2432432432432432,61.83783783783784,train
42,0,33521,0,12,2,3,0,4,1,0,0,45,38,1,0.2857142857142857,55.71428571428572,validation
35,0,410034,1,10,0,3,1,4,1,0,0,50,38,0,0.2857142857142857,74.28571428571429,train
51,0,175339,1,13,2,3,0,4,1,0,0,47,38,1,0.2549019607843137,47.92156862745098,train
49,0,168211,1,10,2,4,0,4,1,0,1485,40,38,1,0.2040816326530612,42.44897959183673,test
26,0,125680,1,13,4,1,1,1,1,0,0,16,23,0,0.5,32.0,train
56,2,160829,2,9,0,1,1,4,0,0,0,46,38,0,0.1607142857142857,42.71428571428572,train
52,0,266529,1,10,2,1,0,4,1,0,0,45,38,1,0.1923076923076923,45.0,validation
47,2,224149,1,13,0,1,1,4,0,0,0,40,38,1,0.2765957446808511,44.255319148936174,train
52,0,150930,0,11,2,4,0,4,1,0,0,40,38,0,0.2115384615384615,40.0,train
30,0,343699,2,9,0,4,4,4,0,0,0,40,38,0,0.3,69.33333333333333,train
43,3,172826,1,10,2,3,0,4,1,99999,0,55,38,1,0.2325581395348837,66.51162790697674,train
42,0,213821,2,9,2,4,0,4,1,0,1887,40,38,1,0.2142857142857142,49.523809523809526,train
26,0,211265,1,10,3,4,2,2,0,0,0,35,5,0,0.3846153846153846,70.0,train
58,2,160586,2,9,2,4,0,4,1,0,0,40,38,0,0.1551724137931034,35.86206896551724,train
66,0,146454,1,10,2,3,0,4,1,5556,0,40,38,1,0.1515151515151515,31.51515151515152,test
30,0,203277,2,9,2,2,0,4,1,0,0,60,38,1,0.3,104.0,train
46,0,309895,1,10,5,1,4,4,0,0,0,40,38,0,0.217391304347826,45.21739130434783,train
45,0,26522,1,10,2,1,5,4,0,0,1902,35,38,1,0.2222222222222222,40.44444444444444,validation
57,0,103809,2,9,4,3,4,4,0,0,0,40,38,0,0.1578947368421052,36.49122807017544,train
25,0,90291,1,13,4,1,3,4,1,0,0,40,38,0,0.52,83.2,train
21,2,181761,1,10,4,1,3,4,0,0,0,10,38,0,0.4761904761904761,24.761904761904763,validation
37,0,35330,2,9,0,4,1,4,1,0,1669,55,38,0,0.2432432432432432,77.29729729729729,test
45,2,135776,2,14,0,1,1,4,0,0,0,30,38,0,0.3111111111111111,34.666666666666664,validation
39,0,179579,2,9,4,4,3,4,1,0,0,40,38,0,0.2307692307692307,53.333333333333336,train
42,0,193626,2,9,2,1,5,4,0,0,0,53,38,0,0.2142857142857142,65.61904761904762,test
20,0,108887,2,9,4,4,3,4,0,0,0,40,38,0,0.45,104.0,train
23,0,199070,2,9,4,2,3,2,1,0,0,16,38,0,0.391304347826087,36.17391304347826,train
25,0,441591,1,13,4,1,3,4,1,0,0,40,38,0,0.52,83.2,train
47,0,185254,4,3,4,3,3,4,0,0,0,40,7,0,0.0638297872340425,44.255319148936174,train
24,0,109307,2,9,4,3,3,4,1,0,0,45,38,0,0.375,97.5,train
35,0,23621,2,9,4,4,1,4,1,0,0,70,38,0,0.2571428571428571,104.0,train
44,2,145178,2,9,2,0,5,2,0,0,0,38,22,1,0.2045454545454545,44.90909090909091,train
47,2,30575,1,10,2,1,0,4,1,0,0,50,38,0,0.2127659574468085,55.319148936170215,train
28,2,130620,4,7,5,1,4,1,0,0,0,40,18,0,0.25,74.28571428571429,train
41,2,22155,2,14,0,1,4,4,0,0,0,60,38,0,0.3414634146341463,76.09756097560975,train
31,0,106437,2,9,4,1,1,4,0,0,0,40,38,0,0.2903225806451613,67.09677419354838,train
27,0,79787,2,14,4,1,1,4,0,0,0,25,38,0,0.5185185185185185,48.14814814814815,validation
47,0,326857,0,11,2,4,0,4,1,5013,0,40,38,0,0.2340425531914893,44.255319148936174,train
44,0,81853,2,9,4,3,1,1,0,0,0,40,38,0,0.2045454545454545,47.27272727272727,train
61,0,120933,1,10,4,3,1,4,0,0,0,40,38,0,0.1639344262295081,34.09836065573771,validation
42,2,153143,1,10,0,1,2,4,0,0,0,40,32,0,0.238095238095238,49.523809523809526,train
46,0,27669,2,9,4,0,1,4,0,0,0,28,38,0,0.1956521739130435,31.65217391304348,train
46,0,105444,1,13,2,1,0,4,1,0,0,50,38,1,0.2826086956521739,56.52173913043478,train
54,2,169785,2,14,6,1,4,4,0,0,0,38,38,0,0.2592592592592592,36.5925925925926,validation
49,0,122493,2,9,6,1,4,4,1,0,0,40,38,0,0.1836734693877551,42.44897959183673,train
56,2,242670,1,10,6,1,4,4,0,0,0,40,38,0,0.1785714285714285,37.142857142857146,test
52,0,54933,2,14,0,1,3,4,0,0,0,40,38,0,0.2692307692307692,40.0,train
34,0,209317,2,9,2,4,0,4,1,0,0,40,32,0,0.2647058823529412,61.1764705882353,train
25,3,282631,2,9,2,4,0,4,1,0,0,40,38,0,0.36,83.2,train
18,0,98044,4,7,4,1,3,4,0,0,0,40,38,0,0.3888888888888889,115.55555555555556,test
58,0,187487,2,9,2,4,0,4,1,0,0,40,38,0,0.1551724137931034,35.86206896551724,train
31,2,60186,1,13,0,1,1,4,1,0,0,40,38,0,0.4193548387096774,67.09677419354838,train
29,0,75648,1,10,2,4,0,4,1,0,0,55,38,0,0.3448275862068966,98.6206896551724,train
28,0,201175,4,7,4,4,1,2,1,0,0,40,38,0,0.25,74.28571428571429,train
30,0,19302,1,10,4,1,1,4,1,0,0,48,38,0,0.3333333333333333,83.2,test
